,Marca,Color,Dimensiones del paquete,Capacidad,Material,Peso del producto,ASIN,Valoración media de los clientes,Clasificación en los más vendidos de Amazon,Producto en Amazon.es desde,Rating,Price,Is Discontinued By Manufacturer,Dimensiones del producto,Fabricante,Nmero de modelo del producto,Departamento,Clasificacin en los ms vendidos de Amazon,Dimensiones del producto: largo x ancho x alto,Tamaño,Número de productos,Incluye baterías,Necesita baterías,Pas de origen,Referencia del fabricante,Peso,Número de modelo,Diámetro,Características especiales,Cuidado de la prenda,Tipo de tapón,Identificador de producto del fabricante,Uso,Componentes incluidos
0,Umi,Azul Oscuro,‎27.5 x 8.4 x 8.3 cm; 370 gramos,500 Mililitros,Acero inoxidable,‎370 g,B0814J9XM5,"4,5 de 5 estrellas157 valoraciones4,5 de 5 estrellas",nº274 en Deportes y aire libre,14 noviembre 2019,4.5,14.95,,,,,,,,,,,,,,,,,,,,,,
249,Super Sparrow,Mate- Menta,29.2 x 21.8 x 7.8 cm; 480 gramos,0.35 Litros,Tritan no tóxico sin BPA.,460 Gramos,B07C8GSLK2,"4,1 de 5 estrellas447 valoraciones4,1 de 5 estrellas","nº2,066 en Hogar y cocina",3 mayo 2017,4.6,11.59,No,7.2 x 7.2 x 18.2 cm; 160 gramos,Super Sparrow,X-Mint-12oz,"Adulto, niñas, niños",Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎64 oz,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770194,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
250,MAMEIDO,Frosted White Gold,29.2 x 21.8 x 7.8 cm; 480 gramos,1000 Mililitros,"Vidrio, Plástico",‎124 g,B08JRR6SSD,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,9 octubre 2020,4.4,19.99,No,‎7.5 x 7.5 x 28 cm; 124 gramos,‎RM COMMERCE GmbH,X-Mint-12oz,"Adulto, niñas, niños",Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770194,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
251,Grsta,Verde Oscuro,24 x 8 x 8 cm; 320 gramos,350 Mililitros,"Caucho, Acero inoxidable",‎124 g,B08FFSG5HP,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,8 agosto 2020,4.6,18.97,No,‎7.5 x 7.5 x 28 cm; 124 gramos,Grsta,X-Mint-12oz,"Adulto, niñas, niños",Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770194,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
252,Chilly's,Negro,22 x 8 x 7.9 cm; 300 gramos,0.26 Litros,Acero inoxidable,‎124 g,B07N96G4DH,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,31 enero 2019,4.7,20.0,No,‎7.5 x 7.5 x 28 cm; 124 gramos,Chilly's,B260MOBLK,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770194,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
253,MAMEIDO,Taupe Grey Gold,22 x 8 x 7.9 cm; 300 gramos,750 Mililitros,Acero inoxidable,‎124 g,B07XM9D9CZ,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,14 septiembre 2020,4.6,26.99,No,7.8 x 7.8 x 26.4 cm; 331 gramos,RM COMMMERCE GmbH,B260MOBLK,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770194,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
254,LAKEN,Rojo 127,22 x 8 x 7.9 cm; 300 gramos,1 Litros,Compuesto,‎124 g,B00H28AFZ8,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,3 diciembre 2013,4.2,19.4,No,14 x 9 x 20 cm; 259.99 gramos,Laken,127FR,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770194,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
255,GadHome,13. Lima Lila,‎24.7 x 7.4 x 7.4 cm; 360 gramos,500 Mililitros,"Acero inoxidable, Cobre",‎360 g,B08NL4DVXW,"4,7 de 5 estrellas168 valoraciones4,7 de 5 estrellas","nº13,099 en Hogar y cocina",16 noviembre 2020,4.7,19.99,No,14 x 9 x 20 cm; 259.99 gramos,Laken,127FR,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770194,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
256,LAKEN,Verde,‎24.7 x 7.4 x 7.4 cm; 360 gramos,3000 Mililitros,Aluminio,‎360 g,B00DTGF0B6,"4,7 de 5 estrellas168 valoraciones4,7 de 5 estrellas","nº13,099 en Hogar y cocina",3 diciembre 2013,4.1,26.09,No,14 x 10 x 22 cm; 240 gramos,Laken,150,Unisex adulto,Ver el Top 100 en Hogar y cocina,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770194,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
257,LAKEN,750ml Negro + Funda Térmica,29.2 x 21.8 x 7.8 cm; 480 gramos,25 Onzas,Acero,‎360 g,B07B2LBM4Y,"4,7 de 5 estrellas168 valoraciones4,7 de 5 estrellas","nº13,099 en Hogar y cocina",21 abril 2018,4.7,31.3,No,14 x 10 x 22 cm; 240 gramos,Laken,QTE7N/ST049N2,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770194,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
258,LAKEN,Negro,29.2 x 21.8 x 7.8 cm; 480 gramos,500 Mililitros,Acero inoxidable,‎360 g,B00CUDM2ME,"4,7 de 5 estrellas168 valoraciones4,7 de 5 estrellas","nº13,099 en Hogar y cocina",15 septiembre 2013,4.4,19.6,No,7.3 x 7.3 x 21 cm; 291 gramos,Laken,TA5N,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770194,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
259,Milu,Menta,29.2 x 21.8 x 7.8 cm; 480 gramos,500 Mililitros,Acero inoxidable,290 Gramos,B08TMM1VMW,"4,8 de 5 estrellas2.177 valoraciones4,8 de 5 estrellas","nº2,248 en Hogar y cocina",14 abril 2020,4.8,22.95,No,‎7 x 7 x 23.5 cm; 290 gramos,Laken,TA5N,Unisex adulto,Ver el Top 100 en Deportes y aire libre,7 x 7 x 23.5 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
260,Proworks,05. Cobre,29.2 x 21.8 x 7.8 cm; 480 gramos,500 Mililitros,Acero inoxidable,460 Gramos,B07QW2W2DF,"4,8 de 5 estrellas2.177 valoraciones4,8 de 5 estrellas","nº2,248 en Hogar y cocina",12 junio 2019,4.6,14.95,No,28 x 7.8 x 28 cm; 460 gramos,Proworks,PW-1000-Z683,Niños,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
261,Super Sparrow,Mate- Menta,29.2 x 21.8 x 7.8 cm; 480 gramos,0.35 Litros,Tritan no tóxico sin BPA.,460 Gramos,B07C8GSLK2,"4,8 de 5 estrellas2.177 valoraciones4,8 de 5 estrellas","nº2,248 en Hogar y cocina",3 mayo 2017,4.6,11.59,No,7.2 x 7.2 x 18.2 cm; 160 gramos,Super Sparrow,X-Mint-12oz,"Adulto, niñas, niños",Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
262,MAMEIDO,Frosted White Gold,29.2 x 21.8 x 7.8 cm; 480 gramos,1000 Mililitros,"Vidrio, Plástico",‎124 g,B08JRR6SSD,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,9 octubre 2020,4.4,19.99,No,‎7.5 x 7.5 x 28 cm; 124 gramos,‎RM COMMERCE GmbH,X-Mint-12oz,"Adulto, niñas, niños",Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
263,Grsta,Verde Oscuro,24 x 8 x 8 cm; 320 gramos,350 Mililitros,"Caucho, Acero inoxidable",‎124 g,B08FFSG5HP,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,8 agosto 2020,4.6,18.97,No,‎7.5 x 7.5 x 28 cm; 124 gramos,Grsta,X-Mint-12oz,"Adulto, niñas, niños",Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
264,Chilly's,Negro,22 x 8 x 7.9 cm; 300 gramos,0.26 Litros,Acero inoxidable,‎124 g,B07N96G4DH,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,31 enero 2019,4.7,20.0,No,‎7.5 x 7.5 x 28 cm; 124 gramos,Chilly's,B260MOBLK,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
265,LAKEN,Rojo 127,22 x 8 x 7.9 cm; 300 gramos,1 Litros,Compuesto,‎124 g,B00H28AFZ8,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,3 diciembre 2013,4.2,19.4,No,14 x 9 x 20 cm; 259.99 gramos,Laken,127FR,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,España,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
266,MAMEIDO,Taupe Grey Gold,22 x 8 x 7.9 cm; 300 gramos,750 Mililitros,Acero inoxidable,‎124 g,B07XM9D9CZ,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,14 septiembre 2020,4.6,26.99,No,7.8 x 7.8 x 26.4 cm; 331 gramos,RM COMMMERCE GmbH,127FR,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,España,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
267,LAKEN,Verde,22 x 8 x 7.9 cm; 300 gramos,3000 Mililitros,Aluminio,‎124 g,B00DTGF0B6,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,3 diciembre 2013,4.1,26.09,No,14 x 10 x 22 cm; 240 gramos,Laken,150,Unisex adulto,Ver el Top 100 en Hogar y cocina,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,España,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
268,LAKEN,750ml Negro + Funda Térmica,29.2 x 21.8 x 7.8 cm; 480 gramos,25 Onzas,Acero,‎124 g,B07B2LBM4Y,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,21 abril 2018,4.7,31.3,No,14 x 10 x 22 cm; 240 gramos,Laken,QTE7N/ST049N2,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,España,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
269,LAKEN,Negro,29.2 x 21.8 x 7.8 cm; 480 gramos,500 Mililitros,Acero inoxidable,‎124 g,B00CUDM2ME,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,15 septiembre 2013,4.4,19.6,No,7.3 x 7.3 x 21 cm; 291 gramos,Laken,TA5N,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,España,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
270,FLES,Negro Básico,29.2 x 21.8 x 7.8 cm; 480 gramos,64 Onzas,Tritan sin BPA.,‎540 g,B086LKXKVJ,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas","nº25,276 en Deportes y aire libre",17 junio 2020,4.4,19.6,No,‎30.48 x 12.19 x 12.19 cm; 540 gramos,‎Forsit,TA5N,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎64 oz,‎1,‎No,‎No,España,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
271,LAKEN,Azul,29.2 x 21.8 x 7.8 cm; 480 gramos,1 Litros,Acero inoxidable,‎540 g,B07PQ9SVKP,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas","nº25,276 en Deportes y aire libre",18 marzo 2019,4.4,22.3,No,8.5 x 8.5 x 8.5 cm; 260 gramos,Laken,BSB100AZ,Adultos unisex,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎64 oz,‎1,‎No,‎No,España,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
272,LAKEN,Verde,29.2 x 21.8 x 7.8 cm; 480 gramos,1 Litros,Aluminio,‎540 g,B07P6G3SVS,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas","nº25,276 en Deportes y aire libre",27 febrero 2019,4.3,10.5,No,8 x 8 x 25.7 cm; 136 gramos,Laken,73P-VM,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎64 oz,‎1,‎No,‎No,España,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
273,LAKEN,Granite Hit,29.2 x 21.8 x 7.8 cm; 480 gramos,1 Litros,Aluminio,‎540 g,B071XDHYKV,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas","nº25,276 en Deportes y aire libre",23 junio 2017,4.0,14.1,No,8 x 8 x 24.99 cm; 158.76 gramos,Laken,33H-G,Unisex adulto,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎64 oz,‎1,‎No,‎No,España,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
274,NAWA Home & Work,Amarilla,29.2 x 21.8 x 7.8 cm; 480 gramos,260 Mililitros,Acero inoxidable,‎170 g,B09FYG7S8D,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas","nº7,120 en Deportes y aire libre",10 septiembre 2021,4.0,14.1,No,‎20 x 6.5 x 1000 cm; 170 gramos,‎Schou Company A/S,33H-G,Unisex adulto,Ver el Top 100 en Deportes y aire libre,20 x 6.5 x 1000 centímetros,‎64 oz,‎1,‎No,‎No,España,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎Afdsfbgnmn3vrf3545,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
275,Cosumy,Gris,29.2 x 21.8 x 7.8 cm; 480 gramos,1000 Mililitros,Acero inoxidable,‎630 g,B09DCN8SWL,"4,1 de 5 estrellas447 valoraciones4,1 de 5 estrellas","nº2,066 en Hogar y cocina",23 agosto 2021,4.1,15.73,No,‎9 x 9 x 28 cm; 630 gramos,‎Schou Company A/S,33H-G,Unisex adulto,Ver el Top 100 en Deportes y aire libre,9 x 9 x 28 centímetros,‎64 oz,‎1,‎No,‎No,España,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770191,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
276,Proworks,05. Cobre,29.2 x 21.8 x 7.8 cm; 480 gramos,500 Mililitros,Acero inoxidable,460 Gramos,B07QW2W2DF,"4,1 de 5 estrellas447 valoraciones4,1 de 5 estrellas","nº2,066 en Hogar y cocina",12 junio 2019,4.6,14.95,No,28 x 7.8 x 28 cm; 460 gramos,Proworks,PW-1000-Z683,Niños,Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎64 oz,‎1,‎No,‎No,España,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770191,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
277,Super Sparrow,Mate- Menta,29.2 x 21.8 x 7.8 cm; 480 gramos,0.35 Litros,Tritan no tóxico sin BPA.,460 Gramos,B07C8GSLK2,"4,1 de 5 estrellas447 valoraciones4,1 de 5 estrellas","nº2,066 en Hogar y cocina",3 mayo 2017,4.6,11.59,No,7.2 x 7.2 x 18.2 cm; 160 gramos,Super Sparrow,X-Mint-12oz,"Adulto, niñas, niños",Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎64 oz,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770191,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
278,MAMEIDO,Frosted White Gold,29.2 x 21.8 x 7.8 cm; 480 gramos,1000 Mililitros,"Vidrio, Plástico",‎124 g,B08JRR6SSD,"4,4 de 5 estrellas1.119 valoraciones4,4 de 5 estrellas",nº471 en Deportes y aire libre,9 octubre 2020,4.4,19.99,No,‎7.5 x 7.5 x 28 cm; 124 gramos,‎RM COMMERCE GmbH,X-Mint-12oz,"Adulto, niñas, niños",Ver el Top 100 en Deportes y aire libre,28 x 7.8 x 28 centímetros,‎1000 ml,‎1,‎No,‎No,China,VK-ZKB 350ML Dark Green 322C,170 Gramos,‎7770191,‎9 Centímetros,"‎Para interiores., Aislante., Apto para lavavajillas., Mantiene las bebidas calientes hasta 10 horas, Con mango., Con filtro extraíble, Exteriores., Mantiene las bebidas frías hasta 12 horas",Lavar solo a mano,Schraubverschluss,‎B08KPLCHN6,‎Bebe agua,"‎Manga, correa, pegatinas"
